10	24.200000
20	24.200000
30	24.200000
40	24.200000
50	24.200000
60	24.200000
70	24.200000
80	24.200000
90	24.200000
100	24.200000
110	24.200000
120	24.200000
130	24.200000
140	24.200000
150	24.200000
160	24.240000
170	24.200000
180	24.200000
190	24.200000
200	24.200000
210	24.200000
220	24.200000
230	24.200000
240	24.200000
250	24.200000
260	24.200000
270	24.200000
280	24.200000
290	24.200000
300	24.200000
310	24.200000
320	24.200000
330	24.200000
340	24.200000
350	24.200000
360	24.200000
370	24.200000
380	24.200000
390	24.200000
400	24.200000
410	24.200000
420	24.200000
430	24.200000
440	24.200000
450	24.200000
460	24.200000
470	24.200000
480	24.200000
490	24.200000
500	24.200000
510	24.200000
520	24.200000
530	24.200000
540	24.200000
550	24.200000
560	24.200000
570	24.200000
580	24.200000
590	24.200000
600	24.200000
